"Gene_ID","metap","metafc","idx","external_gene_name","description"
"ENSOMYG00000000043",0.956096246255209,0.159043548519907,0.00310109264200105,"RHOB","ras homolog family member B [Source:UniProtKB Gene Name;Acc:A0A060WXB2]"
"ENSOMYG00000000046",0.969996044694062,-0.19860233141201,-0.00262751611972987,"",""
"ENSOMYG00000000049",0.922602385092033,-0.0485160949666145,-0.00169735629865622,"rcn2","reticulocalbin 2 [Source:ZFIN;Acc:ZDB-GENE-050706-62]"
"ENSOMYG00000000050",0.984124273263201,0.195109758977173,0.00135602380158685,"NAIF1","nuclear apoptosis inducing factor 1 [Source:UniProtKB Gene Name;Acc:A0A060XS81]"
"ENSOMYG00000000053",0.952013816033569,0.137316287412159,0.00293262947036942,"zfat","zinc finger and AT hook domain containing [Source:ZFIN;Acc:ZDB-GENE-130204-2]"
"ENSOMYG00000000056",0.689323617422505,0.180102964131955,0.0291004681016265,"slc37a1","solute carrier family 37 member 1 [Source:ZFIN;Acc:ZDB-GENE-041114-151]"
"ENSOMYG00000000066",0.986164070177117,-0.25508669016574,-0.00154348481158731,"homer2","homer scaffold protein 2 [Source:ZFIN;Acc:ZDB-GENE-050522-417]"
"ENSOMYG00000000075",0.991031183639955,0.0575672233373156,0.000225242115007945,"",""
"ENSOMYG00000000080",0.990422236761195,0.0784324896188651,0.000327817807904215,"",""
"ENSOMYG00000000082",0.741748071708859,0.346030491255201,0.0448952326576574,"RSBN1L","round spermatid basic protein 1 like [Source:UniProtKB Gene Name;Acc:A0A8C7LP83]"
"ENSOMYG00000000083",0.78254990832141,0.235277894766912,0.0250542618942277,"",""
"ENSOMYG00000000087",0.645719220459328,-0.503379107875678,-0.0956200258852421,"PSTPIP1","proline-serine-threonine phosphatase interacting protein 1 [Source:UniProtKB Gene Name;Acc:A0A060X0H8]"
"ENSOMYG00000000088",0.995871785270893,0.0603926990327356,0.00010849981702949,"safb","scaffold attachment factor B [Source:ZFIN;Acc:ZDB-GENE-030131-698]"
"ENSOMYG00000000092",0.971951096709271,0.0694153654097885,0.000857667507277046,"",""
"ENSOMYG00000000093",0.665512380265072,-0.189110421647305,-0.0334430171392503,"",""
"ENSOMYG00000000094",0.860431003134605,0.133674441903042,0.00872679550944155,"fbxl4","F-box and leucine-rich repeat protein 4 [Source:ZFIN;Acc:ZDB-GENE-041114-187]"
"ENSOMYG00000000096",0.775000772182187,0.344280645435262,0.0381111323342369,"invs","inversin [Source:ZFIN;Acc:ZDB-GENE-020507-2]"
"ENSOMYG00000000105",0.294799448327709,0.323690367225868,0.171709108133285,"SENP6","SUMO specific peptidase 6 [Source:UniProtKB Gene Name;Acc:A0A8C7LK14]"
"ENSOMYG00000000107",0.716855414210766,-0.405246070900836,-0.0585857883573939,"tmod4","tropomodulin 4 (muscle) [Source:ZFIN;Acc:ZDB-GENE-991019-9]"
"ENSOMYG00000000108",0.980847889414815,0.184644910392969,0.00155071038480771,"bcl11aa","BCL11 transcription factor A a [Source:ZFIN;Acc:ZDB-GENE-060421-4643]"
"ENSOMYG00000000109",0.827405439387731,-0.162016640112233,-0.0133309929708884,"",""
"ENSOMYG00000000114",0.963674572680676,0.0349085994311275,0.000560967231859413,"dynlt2b","dynein light chain Tctex-type 2B [Source:ZFIN;Acc:ZDB-GENE-081104-219]"
"ENSOMYG00000000117",6.68334239090255e-06,-0.609162711598873,-3.15242086366265,"lpcat3","lysophosphatidylcholine acyltransferase 3 [Source:ZFIN;Acc:ZDB-GENE-041111-232]"
"ENSOMYG00000000118",0.944722045737347,0.123482549774079,0.00304951887086143,"",""
"ENSOMYG00000000121",0.79149596011401,-0.0347163267618815,-0.00352548802657262,"mcl1b","MCL1 apoptosis regulator, BCL2 family member b [Source:ZFIN;Acc:ZDB-GENE-030825-1]"
"ENSOMYG00000000122",0.999960972503271,0.0096254173354465,1.63148487046426e-07,"fcho2","FCH and mu domain containing endocytic adaptor 2 [Source:ZFIN;Acc:ZDB-GENE-050522-228]"
"ENSOMYG00000000126",0.961847386522058,-0.0476137787001011,-0.000804379117111063,"",""
"ENSOMYG00000000133",0.896785587147439,0.15659686678427,0.00740881390251189,"tpi1b","triosephosphate isomerase 1b [Source:ZFIN;Acc:ZDB-GENE-020416-4]"
"ENSOMYG00000000138",8.40306548651987e-09,0.750278329490104,6.05891935605844,"ga45b","Growth arrest and DNA-damage-inducible protein GADD45 beta [Source:NCBI gene (formerly Entrezgene);Acc:100301708]"
"ENSOMYG00000000140",0.929033540616914,0.19241787989772,0.00615133149005538,"eeig1b","estrogen-induced osteoclastogenesis regulator 1b [Source:ZFIN;Acc:ZDB-GENE-060929-412]"
"ENSOMYG00000000143",0.925161219746805,-0.442960664045889,-0.0149643540560718,"",""
"ENSOMYG00000000150",0.990992003391319,-0.107933626651407,-0.000424162957482094,"",""
"ENSOMYG00000000152",0.00310280266641461,-0.589791650579416,-1.47934245639984,"",""
"ENSOMYG00000000153",0.999291977925211,0.0314887249315313,9.68589987314001e-06,"CYB5R4","cytochrome b5 reductase 4 [Source:HGNC Symbol;Acc:HGNC:20147]"
"ENSOMYG00000000154",0.995852852135763,0.139626931210101,0.00025200266069191,"calhm6","calcium homeostasis modulator family member 6 [Source:ZFIN;Acc:ZDB-GENE-061201-60]"
"ENSOMYG00000000155",0.998438427063889,-0.0381076022024271,-2.58641088890133e-05,"DYNLT3","dynein light chain Tctex-type 3 [Source:UniProtKB Gene Name;Acc:A0A8K9V8H0]"
"ENSOMYG00000000158",0.607658719735624,0.0875875196722645,0.018948707278739,"",""
"ENSOMYG00000000167",0.982104270985947,-0.54474729479109,-0.0042721263418926,"",""
"ENSOMYG00000000169",0.969648454765593,0.152245444140392,0.00203791036465845,"dedd1","death effector domain-containing 1 [Source:ZFIN;Acc:ZDB-GENE-000616-2]"
"ENSOMYG00000000176",0.0906118963448423,0.463070996608527,0.48289727968132,"",""
"ENSOMYG00000000177",0.935445948425424,-0.354966987619319,-0.0102874053525532,"",""
"ENSOMYG00000000182",0.864489514787284,0.297901268174821,0.018839356580631,"",""
"ENSOMYG00000000186",0.860760673229649,0.0591197879838265,0.00384973772702723,"",""
"ENSOMYG00000000191",0.851833877811396,0.090881131436065,0.00632942474488806,"",""
"ENSOMYG00000000195",0.966796215068369,0.0703926274322808,0.00103231199856042,"cry1b","cryptochrome circadian regulator 1b [Source:ZFIN;Acc:ZDB-GENE-010426-3]"
"ENSOMYG00000000196",0.998839996926022,-0.0123000969648043,-6.20017574476573e-06,"dpm2","dolichyl-phosphate mannosyltransferase subunit 2, regulatory [Source:ZFIN;Acc:ZDB-GENE-030131-9093]"
"ENSOMYG00000000197",0.901022082792735,-0.157450265375973,-0.00712691776182951,"",""
"ENSOMYG00000000206",0.925273200609619,0.011749318106111,0.000396304693010297,"ctps1b","CTP synthase 1b [Source:ZFIN;Acc:ZDB-GENE-040801-160]"
"ENSOMYG00000000208",0.95202664675526,0.181373770522084,0.00387249246756684,"tspan3a","tetraspanin 3a [Source:ZFIN;Acc:ZDB-GENE-030131-7787]"
"ENSOMYG00000000215",0.82146587533376,0.00249507368068599,0.000213105423141938,"cicb","capicua transcriptional repressor b [Source:ZFIN;Acc:ZDB-GENE-030131-1966]"
"ENSOMYG00000000216",0.756976987755966,-0.228406622043482,-0.0276183172778707,"","si:ch211-105c13.3 [Source:ZFIN;Acc:ZDB-GENE-030131-4483]"
"ENSOMYG00000000217",0.855702753617775,-0.150863753833472,-0.0102100168989399,"","basic transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-030131-8731]"
"ENSOMYG00000000219",0.991168447796401,0.0364141937334579,0.000140286826820008,"hps5","HPS5 biogenesis of lysosomal organelles complex 2 subunit 2 [Source:ZFIN;Acc:ZDB-GENE-070410-80]"
