"SRR28475464","SRR28475465","SRR28475466","SRR28475467","SRR28475468","SRR28475469","Gene_ID"
35.1304040962061,38.6478248137121,34.7714407957183,68.9191591387227,91.4224665790413,61.7164320320672,"ENSOMYG00000066903"
12.0447099758421,4.83097810171401,6.38659116656051,9.84559416267468,5.50737750476152,9.91871229086794,"ENSOMYG00000051013"
5.01862915660088,0,0,8.75163925571082,2.20295100190461,5.51039571714886,"ENSOMYG00000050712"
6.02235498792105,1.9323912406856,2.12886372218684,0,1.10147550095231,0,"ENSOMYG00000041512"
372.382283419785,327.54031529621,398.807137289668,588.547739946553,559.549554483771,599.531054025796,"ENSOMYG00000029586"
142.529068047465,178.746189763418,148.31083931235,65.6372944178312,34.1457405295215,65.0226694623565,"ENSOMYG00000035914"
737.738486020329,932.378773630804,758.585106339243,1864.09916146641,1692.96784496369,1784.2661332128,"ENSOMYG00000076401"
616.287660430587,606.77084957528,706.073134525301,810.620586060215,684.016286091381,742.801342671666,"ENSOMYG00000027660"
5917.96750146375,5776.88361402961,6319.17714869126,8416.88905417988,7929.52213135564,7779.57667347076,"ENSOMYG00000011447"
282.046958600969,287.926294862155,248.367434255131,171.750920393325,262.151169226649,196.170087530499,"ENSOMYG00000027441"
4.0149033252807,30.9182598509697,12.773182333121,6.56372944178312,13.2177060114277,3.30623743028932,"ENSOMYG00000072338"
198.737714601395,256.041839390842,238.432736884926,358.817209484144,288.586581249504,290.94889386546,"ENSOMYG00000001871"
0,0,3.54810620364473,4.37581962785541,1.10147550095231,1.10207914342977,"ENSOMYG00000035924"
2.00745166264035,3.86478248137121,1.41924248145789,4.37581962785541,0,0,"ENSOMYG00000067731"
286.06186192625,231.886948882272,339.198953068436,387.260037065204,411.951837356162,432.01502422447,"ENSOMYG00000011551"
6.02235498792105,5.79717372205681,9.93469737020524,21.8790981392771,8.81180400761844,13.2249497211573,"ENSOMYG00000001880"
